StartDate,Duration (in seconds),ResponseId,LocationLatitude,LocationLongitude,Q1,Q1_4_TEXT,Q1.5,Q1.5_6_TEXT,Q2,Q2_69_TEXT,Q3,Q3_5_TEXT,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q18_5_TEXT,Q18_6_TEXT,Q19,Q19_7_TEXT,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31_1,Q31_2,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q39_TEXT,Q40_1,Q81_1,Q81_2,Q81_3,Q38.5,Q38.5_4_TEXT,Q38.5.5,Q38.5.5_4_TEXT,Q79,Q79_3_TEXT,Q41,Q42,Q43,Q80,Q44,Q45,Q82,Q82_13_TEXT
2019-10-10 05:20:55,916,R_mYEwGN7lcmnwZgN,5.961679000000000172576619661413133144378662109375,-0.5375010000000000065512040237081237137317657470703125,George,NA,NA,NA,Fawotrikosie,NA,"Routine Program Evaluation,Surveyor Team Visit",NA,1000,163,9,41,14,NA,42,14,NA,29,13,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,Yes,NA,No,NA,10,9 one with teachers,Yes,NA,NA,NA,3 or more times in a term,5- This describes our school,5- This describes our school,"Yes, EPI has given them a library",N/A- this school already has a library,"Yes, another organization or the government has given them some","Yes, EPI has helped them get access to clean water","Yes, EPI has built enough classrooms for them to use",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA
2019-10-18 00:41:33,943,R_jIpCdeNstsevdm3,6.0049229999999997886561686755158007144927978515625,0.424800000000000010924594562311540357768535614013671875,George,NA,NA,NA,Terhey,NA,"MGR Maintenance,Routine Program Evaluation,Surveyor Team Visit",NA,450,215,9,67,11,NA,45,7,NA,18,7,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,Yes,NA,No,NA,8,8,Yes,NA,NA,NA,Less than 1 time in a term,3- This describes our school a little bit,3- This describes our school a little bit,"No, they need a library",Yes,"Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","Yes, they already had enough classrooms or another organization has provided them",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No, they do not need anything or they need to work on their lantern program more.",NA,NA
2019-10-18 03:20:43,692,R_gHiel29fByjOW8j,5.550201416015625,-0.2174072265625,George,NA,NA,NA,Madavunu,NA,"Routine Program Evaluation,Surveyor Team Visit",NA,800,219,NA,54,10,NA,30,11,NA,16,11,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,Yes,NA,No,NA,11,11,Yes,NA,NA,NA,3 or more times in a term,5- This describes our school,5- This describes our school,"No, they need a library",Yes,"Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","No, this school needs more classrooms or an upgrade to their current buildings",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No, they do not need anything or they need to work on their lantern program more.",NA,NA
2019-10-07 06:30:51,946,R_7OVN9fjIOq9Jbgi,5.95257599999999964524022288969717919826507568359375,0.370626999999999984236609407162177376449108123779296875,Richard,NA,NA,NA,Amuyaokope,NA,"MGR Maintenance,Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,810,280,13,105,26,NA,32,13,NA,14,14,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,Broken,15,0,Yes,NA,NA,NA,Less than 1 time in a term,3- This describes our school a little bit,3- This describes our school a little bit,"Yes, another organization or the government has given them a library",Yes,"Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","Yes, they already had enough classrooms or another organization has provided them",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA
2019-10-08 05:58:39,696,R_ijzjetX75Axt3cx,5.82056899999999988182253218838013708591461181640625,0.6297859999999999569553210676531307399272918701171875,Richard,NA,NA,NA,Pediatorkope,NA,"Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,750,560,12,230,27,NA,150,45,NA,25,45,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,No,NA,No,"N/A- No lanterns are being reported lost, stolen, or broken",0,43,Yes,NA,NA,NA,1-2 times in a term,3- This describes our school a little bit,3- This describes our school a little bit,"Yes, another organization or the government has given them a library",Yes,"Yes, another organization or the government has given them some","No, this school needs a borehole or other clean water solution","Yes, they already had enough classrooms or another organization has provided them",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA
2019-10-10 06:05:48,710,R_nC8NuPqFfIrvMDd,6.6909650000000002734168447204865515232086181640625,0.09839599999999999735411648771332693286240100860595703125,Richard,NA,NA,NA,Galalia D/A Primary School,NA,"Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,NA,295,3,87,0,NA,0,0,NA,0,0,The closest JHS is greater than 6 km distance from the school,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,Broken,24,0,Yes,NA,NA,NA,N/A- They do not have science kits yet.,NA,NA,"No, they need a library","No, they need a classroom block or building for their library","No, this school needs a toilet","No, this school needs a borehole or other clean water solution","No, this school needs more classrooms or an upgrade to their current buildings",Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA
2019-10-15 07:13:13,594,R_4E9DtaPAs2B6OPX,5.57842999999999999971578290569595992565155029296875,-0.8818449999999999899813474257825873792171478271484375,Richard,NA,NA,NA,Mansokwa,NA,"Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,1500,182,16,51,18,NA,38,16,NA,24,24,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,No,NA,Yes,Broken,34,0,Yes,NA,NA,NA,N/A- They do not have science kits yet.,NA,NA,"No, they need a library",Yes,"Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","Yes, they already had enough classrooms or another organization has provided them",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA
2019-10-23 04:32:14,651,R_k8RgnJKAnKz0nhI,6.1697439999999996729229678749106824398040771484375,-0.1986650000000000082511775190141634084284305572509765625,Richard,NA,NA,NA,Akeyeremateng,NA,"Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,450,106,11,19,7,NA,30,7,NA,33,33,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,No,NA,Yes,Broken,12,13,Yes,NA,NA,NA,1-2 times in a term,5- This describes our school,5- This describes our school,"No, they need a library","No, they need a classroom block or building for their library","Yes, another organization or the government has given them some","No, this school needs a borehole or other clean water solution","No, this school needs more classrooms or an upgrade to their current buildings",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA
2019-11-05 05:53:34,945,R_fefsnhTDwVd3y5M,6.01767099999999999226929503493010997772216796875,-0.9762020000000000141682221510563977062702178955078125,Richard,NA,NA,NA,Essam Golden Sunbeam Montessori School,NA,"Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,1200,120,7,50,17,NA,31,0,NA,0,0,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,Yes,NA,No,"N/A- No lanterns are being reported lost, stolen, or broken",0,0,Yes,NA,NA,NA,1-2 times in a term,3- This describes our school a little bit,3- This describes our school a little bit,"Yes, another organization or the government has given them a library",N/A- this school already has a library,"Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","Yes, they already had enough classrooms or another organization has provided them",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA
2020-01-14 06:38:04,653,R_khceX6hjtXo6lqX,7.1894229999999996749693309538997709751129150390625,0.03418100000000000304734015799112967215478420257568359375,Richard,NA,NA,NA,Ador Kope,NA,"Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,350,166,6,102,16,NA,N/A,N/A,NA,N/A,N/A,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,No,NA,No,"N/A- No lanterns are being reported lost, stolen, or broken",14,14,Yes,NA,NA,NA,1-2 times in a term,5- This describes our school,5- This describes our school,"No, they need a library",Yes,"Yes, another organization or the government has given them some","No, this school needs a borehole or other clean water solution","No, this school needs more classrooms or an upgrade to their current buildings",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA
2020-01-15 05:22:36,508,R_8CVufmpSYPXhbsR,7.05789699999999964319385981070809066295623779296875,0.120174000000000003041122909053228795528411865234375,Richard,NA,NA,NA,Zippo Nyuinyui R/C,NA,"Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,NA,240,9,100,13,NA,24,N/A,NA,N/A,N/A,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,No,NA,Yes,Broken,19,17,Yes,NA,NA,NA,N/A- They do not have science kits yet.,NA,NA,"No, they need a library","No, they need a classroom block or building for their library","Yes, another organization or the government has given them some","No, this school needs a borehole or other clean water solution","No, this school needs more classrooms or an upgrade to their current buildings",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA
2020-01-16 06:26:39,551,R_63FcO0gpKV3NTfY,6.97729700000000008230927051045000553131103515625,0.12151800000000000101518793371724314056336879730224609375,Richard,NA,NA,NA,Kpala Private School (IOHCA),NA,"Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,1700,111,6,25,N/A,NA,0,N/A,NA,0,N/A,The closest JHS is greater than 6 km distance from the school,NA,NA,NA,NA,NA,NA,No,NA,No,Broken,19,17,Yes,NA,NA,NA,Less than 1 time in a term,3- This describes our school a little bit,3- This describes our school a little bit,"No, they need a library","No, they need a classroom block or building for their library","Yes, another organization or the government has given them some","No, this school needs a borehole or other clean water solution","No, this school needs more classrooms or an upgrade to their current buildings",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA
2020-01-20 05:48:39,671,R_aw8qLQugYa7TucI,6.37190399999999979030462782247923314571380615234375,-1.06361200000000000187583282240666449069976806640625,Richard,NA,NA,NA,Bepotumtum,NA,"Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,600,95,6,54,10,NA,10,N/A,NA,N/A,N/A,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,Yes,NA,No,"N/A- No lanterns are being reported lost, stolen, or broken",35,35,Yes,NA,NA,NA,1-2 times in a term,3- This describes our school a little bit,3- This describes our school a little bit,"No, they need a library","No, they need a classroom block or building for their library","Yes, another organization or the government has given them some","No, this school needs a borehole or other clean water solution","No, this school needs more classrooms or an upgrade to their current buildings",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA
2020-01-21 04:00:48,646,R_9cP5l2BoXBKx8iW,6.30923500000000014864554032101295888423919677734375,-0.67163600000000001077893330148071981966495513916015625,Richard,NA,NA,NA,Wekpeti Abresu,NA,"MGR Maintenance,Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,600,217,11,80,19,NA,64,NA,NA,NA,NA,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,"No, but they have poles or power lines",NA,Yes,Broken,NA,29,Yes,NA,NA,NA,1-2 times in a term,3- This describes our school a little bit,3- This describes our school a little bit,"No, they need a library",Yes,"No, this school needs a toilet","Yes, EPI has helped them get access to clean water","Yes, they already had enough classrooms or another organization has provided them",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA
2020-01-22 06:14:35,487,R_loE3CEn1YgeVMQ3,6.3583990000000003561808625818230211734771728515625,-0.66270700000000004603606384989689104259014129638671875,Richard,NA,NA,NA,Abrenya,NA,"MGR Maintenance,Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,500,200,10,89,NA,NA,30,NA,NA,NA,NA,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,"No, but they have poles or power lines",NA,Yes,"N/A- No lanterns are being reported lost, stolen, or broken",30,25,Yes,NA,NA,NA,Less than 1 time in a term,3- This describes our school a little bit,3- This describes our school a little bit,"No, they need a library","No, they need a classroom block or building for their library","No, this school needs a toilet","No, this school needs a borehole or other clean water solution","No, this school needs more classrooms or an upgrade to their current buildings",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA
2020-01-24 05:55:01,395,R_8sXlOAEssTVxJ1x,6.54125499999999959754859446547925472259521484375,-0.60585199999999994613375520202680490911006927490234375,Richard,NA,NA,NA,Ntomem,NA,"MGR Maintenance,Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,1500,707,15,350,43,NA,117,NA,NA,NA,NA,1-2 km,NA,NA,NA,NA,NA,NA,No,NA,No,NA,43,22,No,NA,NA,NA,Less than 1 time in a term,3- This describes our school a little bit,3- This describes our school a little bit,"No, they need a library",N/A- this school already has a library,"No, this school needs a toilet","No, this school needs a borehole or other clean water solution","No, this school needs more classrooms or an upgrade to their current buildings",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA
2020-02-11 03:09:55,537,R_czn64h3aLXLRlwb,5.96511299999999966559016684186644852161407470703125,-0.175304999999999988613552659444394521415233612060546875,Richard,NA,NA,NA,Adenya,NA,"Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,NA,185,16,58,10,NA,45,NA,NA,NA,NA,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,Yes,NA,No,"N/A- No lanterns are being reported lost, stolen, or broken",NA,NA,Yes,NA,NA,NA,Less than 1 time in a term,5- This describes our school,5- This describes our school,"Yes, another organization or the government has given them a library",N/A- this school already has a library,"Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","No, this school needs more classrooms or an upgrade to their current buildings",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA
2020-02-11 05:08:01,507,R_ijvi7L5v0Wf5CaH,5.97342499999999976267872625612653791904449462890625,-0.21607100000000001305267005591304041445255279541015625,Richard,NA,NA,NA,Attabui,NA,"Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,1700,260,17,78,26,NA,64,NA,NA,NA,NA,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,No,NA,Yes,Stolen,13,10,Yes,NA,NA,NA,Less than 1 time in a term,5- This describes our school,3- This describes our school a little bit,"Yes, EPI has given them a library",N/A- this school already has a library,"Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","No, this school needs more classrooms or an upgrade to their current buildings",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA
2020-03-03 05:13:12,935,R_dNeWeVuSQvrO99j,6.024900999999999839928932487964630126953125,0.25920799999999999396749217339674942195415496826171875,Richard,NA,NA,NA,Nyapienya,NA,"MGR Maintenance,Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,980,147,15,75,11,NA,27,10,NA,26,10,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,Yes,NA,No,Broken,10,16,Yes,NA,NA,NA,1-2 times in a term,3- This describes our school a little bit,5- This describes our school,"Yes, EPI has given them a library",N/A- this school already has a library,"Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","Yes, EPI has built enough classrooms for them to use",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA
2021-10-18 04:12:35,684,R_60PVuPedscfiey1,6.30910900000000030019009500392712652683258056640625,-0.6715910000000000490416596221621148288249969482421875,Richard,NA,NA,NA,Wekpeti Abresu,NA,"MGR Maintenance,Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,600,310,12,74,28,NA,73,25,NA,19,23,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,No,NA,Yes,Broken,15,15,Yes,NA,NA,NA,1-2 times in a term,3- This describes our school a little bit,3- This describes our school a little bit,"Yes, another organization or the government has given them a library",N/A- this school already has a library,"No, this school needs a toilet","No, this school needs a borehole or other clean water solution","Yes, they already had enough classrooms or another organization has provided them",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA
2021-10-18 08:33:59,558,R_lVGUlRvQLYkIEnY,6.2972049999999999414512785733677446842193603515625,-0.68958799999999997876187762813060544431209564208984375,Richard,NA,NA,NA,Ekorso-Akuoadu,NA,"MGR Maintenance,Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,300,335,15,48,19,NA,55,28,NA,16,28,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,"No, but they have poles or power lines",NA,Yes,Lost,9,9,Yes,NA,NA,NA,Less than 1 time in a term,3- This describes our school a little bit,3- This describes our school a little bit,"Yes, another organization or the government has given them a library",NA,"No, this school needs a toilet","Yes, EPI has helped them get access to clean water","Yes, they already had enough classrooms or another organization has provided them",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA
2022-06-07 03:08:09,430,R_dZ91JeNPRwoFLLm,5.952494,0.37128,Richard,NA,NA,NA,Amuyaokope,NA,"MGR Maintenance,Routine Program Evaluation,Project Update Visit",NA,1200,265,8,70,23,NA,71,28,NA,20,19,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,"Lost,Broken",5,4,Yes,NA,NA,NA,1-2 times in a term,3- This describes our school a little bit,3- This describes our school a little bit,"No, they need a library",Yes,"Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","Yes, they already had enough classrooms or another organization has provided them",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No, they do not need anything or they need to work on their lantern program more.",NA,NA
2022-06-07 07:01:43,332,R_1OfMEEsD2GK6x7M,6.004485,0.425771,Richard,NA,NA,NA,Terhey,NA,"Routine Program Evaluation,Project Update Visit",NA,1450,144,6,50,14,NA,40,22,NA,20,19,1-2 km,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,"Lost,Stolen,Broken",0,0,No,NA,NA,NA,Less than 1 time in a term,3- This describes our school a little bit,3- This describes our school a little bit,"No, they need a library",Yes,"Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","No, this school needs more classrooms or an upgrade to their current buildings",Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA
2022-06-15 07:04:54,2179,R_5CHasDuDSZj51es,5.959902,-0.21789,Richard,NA,NA,NA,Attabui,NA,"Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,1200,230,19,67,23,NA,53,18,NA,36,15,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,"Lost,Stolen,Broken",5,2,Yes,NA,NA,NA,Less than 1 time in a term,3- This describes our school a little bit,3- This describes our school a little bit,"Yes, EPI has given them a library",N/A- this school already has a library,"Yes, another organization or the government has given them some","Yes, EPI has helped them get access to clean water","No, this school needs more classrooms or an upgrade to their current buildings",Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA
2022-06-16 05:07:00,578,R_bkOH2QHJiQ03P1i,5.965087,-0.175185,Richard,NA,NA,NA,Adenya,NA,"MGR Maintenance,Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,700,91,13,22,14,NA,35,25,NA,19,16,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,No,NA,Yes,"Stolen,Broken",15,20,Yes,NA,NA,NA,1-2 times in a term,5- This describes our school,3- This describes our school a little bit,"Yes, EPI has given them a library",N/A- this school already has a library,"Yes, another organization or the government has given them some","No, this school needs a borehole or other clean water solution","No, this school needs more classrooms or an upgrade to their current buildings",Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA
2022-06-20 06:01:18,386,R_jJA4VuhTa5l9OTv,6.297237,-0.689445,Richard,NA,NA,NA,Ekorso-Akuoadu,NA,"MGR Maintenance,Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,650,146,16,89,19,NA,122,19,NA,16,16,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,"No, but they have poles or power lines",NA,Yes,"Lost,Stolen,Broken,N/A- No lanterns are being reported lost, stolen, or broken",10,10,No,NA,NA,NA,Less than 1 time in a term,3- This describes our school a little bit,3- This describes our school a little bit,"Yes, EPI has given them a library",N/A- this school already has a library,"Yes, another organization or the government has given them some","Yes, EPI has helped them get access to clean water","No, this school needs more classrooms or an upgrade to their current buildings",Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA
2022-06-21 04:44:59,950,R_8VDe05wht7desHW,6.393386,-1.059157,Richard,NA,NA,NA,Bepotumtum,NA,"MGR Maintenance,Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,800,147,6,52,9,NA,31,N/A,NA,N/A,N/A,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,Broken,15,15,Yes,NA,NA,NA,Less than 1 time in a term,1- This does not describe our school,1- This does not describe our school,"Yes, EPI has given them a library",Yes,"Yes, another organization or the government has given them some","No, this school needs a borehole or other clean water solution","Yes, they already had enough classrooms or another organization has provided them",Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA
2022-06-23 06:23:57,1199,R_8bSl5DtYwZdF8rG,5.938387,-0.243885,Richard,NA,NA,NA,Other,Ankwasu,"MGR Maintenance,Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,800,412,17,107,24,NA,62,37,NA,26,34,1-2 km,NA,NA,NA,NA,NA,NA,No,NA,Yes,"Lost,Stolen,Broken",6,10,No,NA,NA,NA,Less than 1 time in a term,1- This does not describe our school,1- This does not describe our school,"No, they need a library",Yes,"No, this school needs a toilet","Yes, another organization or the government has given them something to provide clean water","Yes, they already had enough classrooms or another organization has provided them",Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA
